feature_align,imu_integration,local_ba,point_optimizer,pose_optimizer,pyramid_creation,reproject,reproject_candidates,reproject_kfs,sparse_img_align,tot_time,dropout,img_align_n_tracked,loba_err_fin,loba_err_fin_avg,loba_err_init,loba_err_init_avg,loba_n_erredges_fin,loba_n_erredges_init,n_candidates,repr_n_mps,repr_n_new_references,sfba_error_final,sfba_error_init,sfba_n_edges_final,sfba_thresh,timestamp
0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.125828000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.346251000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1403636595.963555574417114
0.004739000000000,0.000000000000000,0.000000000000000,0.000057000000000,0.000701000000000,0.000251000000000,0.004997000000000,0.000001000000000,0.000160000000000,0.006592000000000,0.012996000000000,2.000000000000000,516.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,0.000000000000000,447.000000000000000,400.000000000000000,0.898498747863433,1.913512867565798,369.000000000000000,2.831999107985757,1403636596.013555526733398
0.010688000000000,0.000000000000000,0.000000000000000,0.000077000000000,0.000822000000000,0.000314000000000,0.010862000000000,0.000001000000000,0.000092000000000,0.006543000000000,0.029056000000000,2.000000000000000,493.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,0.000000000000000,487.000000000000000,96.000000000000000,7.346134105378223,7.672850751350186,37.000000000000000,11.355818734258413,1403636596.063555479049683
0.009290000000000,0.000000000000000,0.000000000000000,0.000030000000000,0.000115000000000,0.000418000000000,0.009517000000000,0.000001000000000,0.000122000000000,0.013379000000000,0.035395000000000,1.000000000000000,480.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,0.000000000000000,472.000000000000000,109.000000000000000,5.328759125736374,5.364913775388297,61.000000000000000,7.940072620112449,1403636596.113555431365967
0.005343000000000,0.000000000000000,0.000000000000000,0.000039000000000,0.000288000000000,0.000421000000000,0.005567000000000,0.000001000000000,0.000141000000000,0.000914000000000,0.007584000000000,0.000000000000000,56.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,0.000000000000000,452.000000000000000,125.000000000000000,4.781287037062098,4.889779372588938,75.000000000000000,7.236873262424022,1403636596.163555383682251
0.007206000000000,0.000000000000000,0.000000000000000,0.000051000000000,0.000299000000000,0.000217000000000,0.007743000000000,0.000002000000000,0.000233000000000,0.001857000000000,0.010587000000000,0.000000000000000,71.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,0.000000000000000,456.000000000000000,117.000000000000000,4.953713748118477,4.545901054322389,79.000000000000000,6.727934094192460,1403636596.213555574417114
0.009626000000000,0.000000000000000,0.000000000000000,0.000075000000000,0.000347000000000,0.000364000000000,0.009911000000000,0.000001000000000,0.000197000000000,0.001564000000000,0.015765000000000,0.000000000000000,76.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,0.000000000000000,462.000000000000000,106.000000000000000,4.413111951180706,4.417907337075373,73.000000000000000,6.538502890022471,1403636596.263555526733398
0.007938000000000,0.000000000000000,0.000000000000000,0.000053000000000,0.000366000000000,0.000205000000000,0.008279000000000,0.000001000000000,0.000180000000000,0.000947000000000,0.010482000000000,1.000000000000000,72.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,0.000000000000000,472.000000000000000,121.000000000000000,4.275502554248175,4.286944952207952,80.000000000000000,6.344678825641051,1403636596.313555479049683
0.014280000000000,0.000000000000000,0.000000000000000,0.000037000000000,0.000753000000000,0.000633000000000,0.014574000000000,0.000001000000000,0.000198000000000,0.002227000000000,0.018642000000000,0.000000000000000,76.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,0.000000000000000,480.000000000000000,134.000000000000000,4.035207546180754,3.985969993111085,96.000000000000000,5.899235794862732,1403636596.363555431365967
0.011160000000000,0.000000000000000,0.000000000000000,0.000060000000000,0.000332000000000,0.000320000000000,0.011462000000000,0.000001000000000,0.000202000000000,0.002123000000000,0.014753000000000,0.000000000000000,96.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,-1.000000000000000,0.000000000000000,488.000000000000000,123.000000000000000,3.908989516784189,4.207518225606316,81.000000000000000,6.227127099502832,1403636596.413555383682251
